Tên,Năm ra mắt,Công nghệ xử lí hình ảnh,Giá (đ),Loại Tivi,Kích thước màn hình (inch),Độ phân giải,Tổng công suất loa (W),Tần số quét (Hz),Hãng sản xuất,Xuất xứ,Thời gian bảo hành (tháng)
Smart Tivi OLED LG 4K 55 inch OLED55A3PSA.ATV,2023,"Công nghệ điểm ảnh Pixel Dimming độc quyền OLED, Chế độ Self-lighting OLED, Công nghệ điện ảnh cao cấp Dolby Vision, Tương phản hoàn hảo Perfect Black, Xử lý nâng cấp hình ảnh AI Super Upscaling 4K, Tăng cường độ phân giải và chi tiết Dynamic Tone Mapping",25890000,Tivi OLED,55,4k,60,60,Lg,Indonesia,24
Smart Tivi Neo QLED Samsung 4K 65 inch QA65QN85CAKXXV,2023,"Neural Quantum 4K, HDR, AI HDR Remastering, Quantum Matrix, Motion Xcelerator Turbo+",37900000,Smart Tivi Neo QLED,65,4k,60,120,Samsung,Việt Nam,24
Smart Tivi Neo QLED Samsung 4K 65 inch QA65QN90CAKXXV,2023,"Neo Quantum 4K, Quantum Dot, HDR, OLED, Real Depth Enhancer, Ultra Viewing Angle",38900000,Smart Tivi Neo QLED,65,4k,60,120,Samsung,Việt Nam,24
Smart Tivi Casper A Series 4K 55 inch 55UGA610,2022,HDR10,7990000,Smart Tivi,55,4k,16,60,Casper,Thái Lan,24
Google Tivi Sony 4K 65 inch XR-65X90L VN3,2023,"Dolby Vision, HDR10, HLG, Tăng cường tương phản XR Contrast Booster 10, Nâng cấp độ phân giải XR 4K Upscaling, Tăng cường màu sắc XR Triluminos Pro, Giảm nhiễu XR Clear Image, Làm mượt chuyển động XR Motion Clarity",32890000,Google Tivi,65,4k,30,120,Sony,Malaysia,24
Google Tivi Sony 4K 55 inch KD-55X75K VN3,2022,"Chuyển động mượt Motionflow XR 200, HDR10, HLG, Tăng cường tương phản Dynamic Contrast Enhancer, Màu sắc sống động Live Colour, Nâng cấp hình ảnh 4K X-Reality PRO",13390000,Google Tivi,55,4k,20,50,Sony,Việt Nam,24
Smart Tivi NanoCell LG 4K 55 inch 55NANO76SQA,2022,"4K Upscaling, Active HDR - HDR10 Pro, FILMMAKER MODE™, Dynamic Tone Mapping, AV1 (Video Decoder), Picture Mode (9 modes: Vivid, Standard, Eco, Cinema, Sports, Game, Filmmaker, (ISF)Expert(Bright Room), (ISF)Expert(Dark Room))",13890000,Smart Tivi NanoCell,55,4k,20,60,Lg,Indonesia,24
Smart Tivi QLED Samsung 4K 75 inch QA75Q80CAKXXV,2023,"Neural Quantum 4K, Quantum HDR+, Direct Full Array 8X, Supreme UHD Dimming, Motion Xcelerator Turbo+, Wide Viewing Angle",45900000,Smart Tivi QLED,75,4k,40,120,Samsung,Việt Nam,24
Smart Tivi OLED Samsung 4K 65 inch QA65S95BAKXXV,2022,"Neo Quantum 4K, Quantum Dot, HDR, OLED, Real Depth Enhancer, Ultra Viewing Angle",42900000,Smart Tivi OLED,65,4k,60,120,Samsung,Việt Nam,24
Smart Tivi NanoCell LG 4K 65 inch 65NANO76SQA,2022,"4K Upscaling, Active HDR- HDR10 Pro, FILMMAKER MODE™, Dynamic Tone Mapping, AV1 (Video Decoder), HGIG Mode (9 modes: Vivid, Standard, Eco, Cinema, Sports, Game, Filmmaker, (ISF)Expert(Bright Room), (ISF)Expert(Dark Room))",16890000,Smart Tivi NanoCell,65,4k,20,60,Lg,Indonesia,24
Smart Tivi LED LG 4K 55 inch 55UQ8000PSC,2022,"Nâng cấp độ phân giải 4K AI Upscaling, nâng cấp hình ảnh Image Enhancing, Active HDR, FILMMAKER MODE™, HDR DynamicTone Mapping, HDR10 Pro, HLG, LG Local Contrast",12490000,Smart Tivi,55,4k,20,60,Lg,Indonesia,24
Smart Tivi QLED Samsung 4K 65 inch QA65Q70CAKXXV,2023,"Quantum 4K, Quantum HDR, Dual LED, Motion Xcelerator Turbo+, Wide Viewing Angle",25900000,Smart Tivi QLED,65,4k,20,120,Samsung,Việt Nam,24
Google Tivi Hisense 4K 55 inch 55A6500H,2022,Công nghệ xử lý hình ảnh Dynamic Backlight Control/VRR/MEMC; Công nghệ hình ảnh HDR10/Dolby Vision,7890000,Google TV,55,4k,20,60,Hisense,Thái Lan,24
Smart Tivi QLED Samsung 4K 55 inch QA55Q60BAKXXV,2022,"Motion Xcelerator, Supreme UHD Dimming, Brightness/Color Detection",13490000,Tivi QLED,55,4k,20,60,Samsung,Việt Nam,24
Google Tivi Sony 4K 65 inch XR-65X90L VN3,2023,"Dolby Vision, HDR10, HLG, Tăng cường tương phản XR Contrast Booster 10, Nâng cấp độ phân giải XR 4K Upscaling, Tăng cường màu sắc XR Triluminos Pro, Giảm nhiễu XR Clear Image, Làm mượt chuyển động XR Motion Clarity",32890000,Google Tivi,65,4k,30,120,Sony,Malaysia,24
Smart Tivi Casper A Series 4K 55 inch 55UGA610,2022,HDR10,7990000,Smart Tivi,55,4k,16,60,Casper,Thái Lan,24
Android Tivi Sharp Full HD 42 inch 2T-C42EG2X,2022,"LED nền (Direct LED), VA LCD",5390000,Android Tivi,42,Full HD,16,60,Sharp,Thái Lan,24
Smart Tivi QLED Samsung 4K 65 inch QA65Q80CAKXXV,2023,"Neural Quantum 4K, Quantum HDR+, Direct Full Array 8X, Supreme UHD Dimming, Motion Xcelerator Turbo+, Wide Viewing Angle",31900000,Smart Tivi QLED,65,4k,40,120,Samsung,Việt Nam,24
Google Tivi Hisense 4K 43 inch 43A6500H,2022,Công nghệ xử lý hình ảnh Dynamic Backlight Control/VRR/MEMC; Công nghệ hình ảnh HDR10/Dolby Vision,5990000,Google TV,43,4k,20,60,Hisense,Thái Lan,24
Google Tivi OLED Sony 4K 55 Inch XR-55A80L VN3,2023,"Chuyển động mượt XR OLED Motion, Dolby Vision, HDR10, HLG, Tăng độ tương phản XR OLED Contrast Pro, Nâng cấp độ phân giải XR 4K Upscaling, Tăng cường màu sắc XR Triluminos Pro, Giảm nhiễu XR Clear Image, Đồng bộ khung hình/tần số quét chơi game VRR, Giảm",42890000,Google Tivi OLED,55,4k,50,120,Sony,Malaysia,24
Google Tivi LED TCL 4K 55 inch 55P755 Pro,2024,"HDR10+ Decoding, Dolby Vision",12490000,Google Tivi,55,4k,35,60,Tcl,Việt Nam,24
Android Tivi Casper HD 32 inch 32HGA510,2022,HDR10,3790000,Android Tivi,32,HD,16,60,Casper,Việt Nam,24
Smart Tivi Crystal Samsung UHD 4K 75 inch UA75BU8000KXXV,2022,"Dynamic Crystal Color, UHD Dimming,",23900000,Smart Tivi,75,4k,20,60,Samsung,Việt Nam,24
Smart Tivi Casper Full HD 43 inch 43FX5200,2021,HDR10,4990000,Smart Tivi,43,Full HD,16,60,Casper,Thái Lan,24
Smart Tivi QLED Samsung 4K 55 inch QA55Q80CAKXXV,2023,"Neural Quantum 4K, Quantum HDR+, Direct Full Array 8X, Supreme UHD Dimming, Motion Xcelerator Turbo+, Wide Viewing Angle",25900000,Smart Tivi QLED,55,4k,40,120,Samsung,Việt Nam,24
Smart Tivi QNED LG 4K 65 inch 65QNED80SRA.ATV,2023,"Dải màu rộng QNED Color, Cải thiện hình ảnh AI Picture Pro, Nâng cấp chất lượng hình ảnh AI Super Upscaling 4K, Xử lý độ tương phản Dynamic Tone Mapping, Công nghệ tối mờ cục bộ Precision Dimming, Tự động điều chỉnh độ sáng bởi AI…",21890000,QNED TV,65,4k,20,120,Lg,Indonesia,24
Smart Tivi OLED LG 4K 65 inch OLED65A3PSA.ATV,2023,"Công nghệ điểm ảnh Pixel Dimming độc quyền OLED, Chế độ Self-lighting OLED, Công nghệ điện ảnh cao cấp Dolby Vision, Tương phản hoàn hảo Perfect Black, Xử lý nâng cấp hình ảnh AI Super Upscaling 4K, Tăng cường độ phân giải và chi tiết Dynamic Tone Mapping",32890000,Tivi OLED,65,4k,60,60,Lg,Indonesia,24
Smart Tivi LG 4K 65 inch 65UR7550PSC.ATV,2023,"Bộ xử lý α5 AI Processor 5K Gen6, Nâng cấp chất lượng hình ảnh 4K Upscaling, Xử lý độ tương phản Dynamic Tone Mapping, Tự động điều chỉnh độ sáng bởi AI, Công nghệ tối mờ cục bộ Local Dimming, Chế độ điện ảnh FILMMAKER MODE ™,…",15390000,Smart Tivi,65,4k,20,60,Lg,Indonesia,24
Smart Tivi Samsung 4K 75 inch UA75AU7700KXXV,2021,"Crystal Processor 4K, HDR 10+, Pur Color, Nâng cấp Tương phản, UHD Dimming, Auto Game Mode (ALLM)",23900000,Smart Tivi,75,4k,20,60,Samsung,Việt Nam,24
Smart Tivi OLED LG 4K 55 inch OLED55C3PSA.ATV,2023,"Công nghệ điểm ảnh Pixel Dimming độc quyền OLED, Chế độ Self-lighting OLED, AI Genre Selection, Dolby Vision, Tương phản hoàn hảo Perfect Black, AI Super Upscaling 4K, Chế độ nhà làm phim HDR10 / HLG / FILMMAKER MODETM, Dynamic Tone Mapping, HGIG Mode...",32890000,Tivi OLED,55,4k,40,120,Lg,Indonesia,24
Smart Tivi Crystal Samsung UHD 4K 85 inch UA85BU8000KXXV,2022,"Dynamic Crystal Color, UHD Dimming",40900000,Smart Tivi,85,4k,20,60,Samsung,Việt Nam,24
Smart Tivi NanoCell LG 4K 75 inch 75NANO76SQA,2022,"4K Upscaling, HDR10 Pro, FILMMAKER MODE ™, Dynamic Tone Mapping / Pro, AV1 (Video Decoder), HGIG Mode (9 modes: Vivid, Standard, Eco, Cinema, Sports, Game, Filmmaker, (ISF)Expert(Bright Room), (ISF)Expert(Dark Room))",23890000,Tivi NanoCell,75,4k,20,60,Lg,Indonesia,24
Smart Tivi Casper S Series 4K 43 inch 43UGS611,2022,HDR10,6990000,Google Tivi,43,4k,20,60,Casper,Thái Lan,24
Smart Tivi Samsung 4K 50 inch UA50AU7700KXXV,2021,"Crystal Processor 4K, HDR 10+, Pur Color, Nâng cấp Tương phản, UHD Dimming, Auto Game Mode (ALLM)",10900000,Smart Tivi,50,4k,20,60,Samsung,Việt Nam,24
Smart Tivi QLED Samsung 4K 85 inch QA85Q60BAKXXV,2021,"Dual LED, Supreme UHD Dimming, Motion Xcelerator, Brightness/Color Detection",44900000,Tivi QLED,85,4k,20,60,Samsung,Việt Nam,24
Google Tivi Sony 4K 85 inch KD-85X80L VN3,2023,"Dolby Vision, HDR10, HLG, Nâng cấp hình ảnh 4K X-Reality PRO, Tăng cường màu sắc Triluminos Pro, Làm mượt chuyển động XR Motion Clarity, Giảm độ trễ chơi game Auto Low Latency Mode (ALLM)",44890000,Google Tivi,85,4k,20,60,Sony,Malaysia,24
Smart Tivi QLED Samsung 4K 75 inch QA75Q70CAKXXV,2023,"Quantum 4K, Quantum HDR, Dual LED, Motion Xcelerator Turbo+, Wide Viewing Angle",39900000,Smart Tivi QLED,75,4k,20,120,Samsung,Việt Nam,24
Smart Tivi Neo QLED Samsung 4K 85 inch QA85QN85BAKXXV,2021,"Quantum HDR 24X, Motion Xcelerator Turbo+, Quantum Matrix Technology, Wide Viewing Angle,",89900000,Tivi QLED,85,4k,60,120,Samsung,Việt Nam,24
Smart Tivi LG 4K 75 inch 75UR8050PSB,2023,"Cải thiện hình ảnh AI Picture Pro, Nâng cấp chất lượng hình ảnh AI Super Upscaling 4K, Xử lý độ tương phản Dynamic Tone Mapping, Tự động điều chỉnh độ sáng bởi AI, Chế độ điện ảnh FILMMAKER MODE ™, HDR10, HLG, Tương thích HEVC…",21890000,Smart Tivi,75,4k,20,60,Lg,Indonesia,24
Google Tivi Sony 4K 75 inch KD-75X80L VN3,2023,"Dolby Vision, HDR10, HLG, Nâng cấp hình ảnh 4K X-Reality PRO, Tăng cường màu sắc Triluminos Pro, Làm mượt chuyển động XR Motion Clarity, Giảm độ trễ chơi game Auto Low Latency Mode (ALLM)",33390000,Google Tivi,75,4k,20,60,Sony,Malaysia,24
Smart Tivi LG 4K 55 inch 55UR9050PSK.ATV,2023,"Bộ xử lý α5 AI Processor 5K Gen6, Nâng cấp chất lượng hình ảnh 4K Upscaling, Xử lý độ tương phản Dynamic Tone Mapping, Tự động điều chỉnh độ sáng bởi AI, Công nghệ tối mờ cục bộ Local Dimming, Chế độ điện ảnh FILMMAKER MODE ™,…",15390000,Smart Tivi,55,4k,20,60,Lg,Indonesia,24
Google Tivi Sony 4K 55 inch KD-55X75K VN3,2022,"Chuyển động mượt Motionflow XR 200, HDR10, HLG, Tăng cường tương phản Dynamic Contrast Enhancer, Màu sắc sống động Live Colour, Nâng cấp hình ảnh 4K X-Reality PRO",13390000,Google Tivi,55,4k,20,50,Sony,Việt Nam,24
Smart Tivi NanoCell LG 4K 55 inch 55NANO76SQA,2022,"4K Upscaling, Active HDR - HDR10 Pro, FILMMAKER MODE™, Dynamic Tone Mapping, AV1 (Video Decoder), Picture Mode (9 modes: Vivid, Standard, Eco, Cinema, Sports, Game, Filmmaker, (ISF)Expert(Bright Room), (ISF)Expert(Dark Room))",13890000,Smart Tivi NanoCell,55,4k,20,60,Lg,Indonesia,24
Smart Tivi QLED Samsung 4K 75 inch QA75Q80CAKXXV,2023,"Neural Quantum 4K, Quantum HDR+, Direct Full Array 8X, Supreme UHD Dimming, Motion Xcelerator Turbo+, Wide Viewing Angle",45900000,Smart Tivi QLED,75,4k,40,120,Samsung,Việt Nam,24
Smart Tivi OLED Samsung 4K 65 inch QA65S95BAKXXV,2022,"Neo Quantum 4K, Quantum Dot, HDR, OLED, Real Depth Enhancer, Ultra Viewing Angle",42900000,Smart Tivi OLED,65,4k,60,120,Samsung,Việt Nam,24
Smart Tivi NanoCell LG 4K 65 inch 65NANO76SQA,2022,"4K Upscaling, Active HDR- HDR10 Pro, FILMMAKER MODE™, Dynamic Tone Mapping, AV1 (Video Decoder), HGIG Mode (9 modes: Vivid, Standard, Eco, Cinema, Sports, Game, Filmmaker, (ISF)Expert(Bright Room), (ISF)Expert(Dark Room))",16890000,Smart Tivi NanoCell,65,4k,20,60,Lg,Indonesia,24
Smart Tivi LED LG 4K 55 inch 55UQ8000PSC,2022,"Nâng cấp độ phân giải 4K AI Upscaling, nâng cấp hình ảnh Image Enhancing, Active HDR, FILMMAKER MODE™, HDR DynamicTone Mapping, HDR10 Pro, HLG, LG Local Contrast",12490000,Smart Tivi,55,4k,20,60,Lg,Indonesia,24
Smart Tivi QLED Samsung 4K 65 inch QA65Q70CAKXXV,2023,"Quantum 4K, Quantum HDR, Dual LED, Motion Xcelerator Turbo+, Wide Viewing Angle",25900000,Smart Tivi QLED,65,4k,20,120,Samsung,Việt Nam,24
Google Tivi Hisense 4K 55 inch 55A6500H,2022,Công nghệ xử lý hình ảnh Dynamic Backlight Control/VRR/MEMC; Công nghệ hình ảnh HDR10/Dolby Vision,7890000,Google TV,55,4k,20,60,Hisense,Thái Lan,24
Smart Tivi QLED Samsung 4K 55 inch QA55Q60BAKXXV,2022,"Motion Xcelerator, Supreme UHD Dimming, Brightness/Color Detection",13490000,Tivi QLED,55,4k,20,60,Samsung,Việt Nam,24
Google Tivi Sony 4K 65 inch XR-65X90L VN3,2023,"Dolby Vision, HDR10, HLG, Tăng cường tương phản XR Contrast Booster 10, Nâng cấp độ phân giải XR 4K Upscaling, Tăng cường màu sắc XR Triluminos Pro, Giảm nhiễu XR Clear Image, Làm mượt chuyển động XR Motion Clarity",32890000,Google Tivi,65,4k,30,120,Sony,Malaysia,24
Google Tivi Sony 4K 65 inch XR-65X95L VN3,2023,"Dolby Vision, Tăng cường tương phản XR Contrast Booster 20, Tăng cường màu sắc XR Triluminos Pro, Làm mượt chuyển động XR Motion Clarity, Công nghệ X-Wide Angle đẹp mọi góc nhìn, Công nghệ chống chói X-Anti Reflection...",54890000,Google Tivi,65,4k,60,120,Sony,Malaysia,24
Smart Tivi OLED LG 4K 65 inch OLED65C3PSA.ATV,2023,"Công nghệ điểm ảnh Pixel Dimming độc quyền OLED, Chế độ Self-lighting OLED, AI Genre Selection, Dolby Vision, Tương phản hoàn hảo Perfect Black, AI Super Upscaling 4K, Chế độ nhà làm phim HDR10 / HLG / FILMMAKER MODETM, Dynamic Tone Mapping, HGIG Mode...",46890000,Tivi OLED,65,4k,40,120,Lg,Indonesia,24
Smart Tivi QLED Samsung 4K 75 inch QA75Q80CAKXXV,2023,"Neural Quantum 4K, Quantum HDR+, Direct Full Array 8X, Supreme UHD Dimming, Motion Xcelerator Turbo+, Wide Viewing Angle",45900000,Smart Tivi QLED,75,4k,40,120,Samsung,Việt Nam,24
Google Tivi LED TCL 4K 65 inch 65P755 Pro,2024,"HDR10+ Decoding, Dolby Vision",15490000,Google Tivi,65,4k,35,60,Tcl,Việt Nam,24
Smart Tivi LG 4K 65 inch 65UR9050PSK.ATV,2023,"Bộ xử lý α5 AI Processor 5K Gen6, Nâng cấp chất lượng hình ảnh 4K Upscaling, Xử lý độ tương phản Dynamic Tone Mapping, Tự động điều chỉnh độ sáng bởi AI, Công nghệ tối mờ cục bộ Local Dimming, Chế độ điện ảnh FILMMAKER MODE ™,…",16890000,Smart Tivi,65,4k,20,60,Lg,Indonesia,24
Google Tivi Sony 4K 75 inch KD-75X85L VN3,2023,"Bộ xử lý X1 4K HDR Processor cho hình ảnh trung thực, sắc nét; Công nghệ tạo màu Triluminos PRO với hơn 1 tỷ màu sắc sống động; Công nghệ 4K X-Reality PRO tự động nâng cấp hình ảnh lên 4K; Công nghệ chuyển động X-Motion Clarity, Auto mode",35890000,Google Tivi,75,4k,20,120,Sony,Malaysia,24
Google Tivi Sony 4K 75 inch XR-75X90L VN3,2023,"Dolby Vision, HDR10, HLG, Tăng cường tương phản XR Contrast Booster 10, Nâng cấp độ phân giải XR 4K Upscaling, Tăng cường màu sắc XR Triluminos Pro, Giảm nhiễu XR Clear Image, Làm mượt chuyển động XR Motion Clarity",41890000,Google Tivi,75,4k,30,120,Sony,Malaysia,24
Smart Tivi NanoCell LG 4K 86 inch 86NANO76SQA,2022,"AI Picture Pro - 4K Upscaling, Active HDR - HDR10 Pro, FILMMAKER MODE ™, Dynamic Tone Mapping / Pro, HGIG Mode, Picture Mode (9 modes: Vivid, Standard, Eco, Cinema, Sports, Game, Filmmaker, (ISF)Expert(Bright Room), (ISF)Expert(Dark Room)",37890000,Smart Tivi NanoCell,86,4k,20,120,Lg,Indonesia,24
Smart Tivi QLED Samsung 4K 50 inch QA50Q80BAKXXV,2022,"Direct Ful Array 8X, Wideview, Direct Full Array, UHD Dimming, Auto Motion Plus, Brightness/Color Detection, LED Clear Motion",17910000,Tivi QLED,50,4k,40,120,Samsung,Việt Nam,24
Smart Tivi LED LG 4K 50 inch 50UQ7550PSF,2022,"4K AI Upscaling, Picture Mode, Active HDR, FILMMAKER MODE™, HDR DynamicTone Mapping, HDR10 Pro, HLG, HEVC, AV1, VP9, Phản hồi trò chơi tức thì (VRR/ALLM/GameGenre)",10890000,Tivi UHD,50,4k,20,60,Lg,Indonesia,24
Google Tivi Sony 4K 55 inch KD-55X85K,2022,"X1 4K HDR, Motionflow XR 800, Triluminos Pro",19890000,Google Tivi,55,4k,20,100,Sony,Malaysia,24
Google Tivi Hisense 4K 55 inch 55A6500H,2022,Công nghệ xử lý hình ảnh Dynamic Backlight Control/VRR/MEMC; Công nghệ hình ảnh HDR10/Dolby Vision,7890000,Google TV,55,4k,20,60,Hisense,Thái Lan,24
Smart Tivi OLED LG 4K 55 inch OLED55G3PSA.ATV,2023,"Brightness Booster MAX tăng độ sáng 30%, Công nghệ điểm ảnh Pixel Dimming, Công nghệ điện ảnh cao cấp Dolby Vision IQ 4K, Tương phản hoàn hảo Perfect Black, Dải màu siêu rộng Perfect Color, Nâng cấp chất lượng hình ảnh AI Super Upscaling 4K,…",45890000,Tivi OLED,55,4k,60,120,Lg,Indonesia,24
Smart Tivi LED LG 4K 65 inch 65UQ8000PSC,2022,"Nâng cấp độ phân giải 4K AI Upscaling, nâng cấp hình ảnh Image Enhancing, Active HDR, FILMMAKER MODE™, HDR DynamicTone Mapping, HDR10 Pro, HLG, LG Local Contrast",14890000,Smart Tivi,65,4k,20,60,Lg,Indonesia,24
Google Tivi Hisense 4K 65 inch 65A6500H,2022,Công nghệ xử lý hình ảnh Dynamic Backlight Control/VRR/MEMC; Công nghệ hình ảnh HDR10/Dolby Vision,10590000,Google TV,65,4k,20,60,Hisense,Thái Lan,24
Smart Tivi LED LG 4K 55 inch 55UQ8000PSC,2022,"Nâng cấp độ phân giải 4K AI Upscaling, nâng cấp hình ảnh Image Enhancing, Active HDR, FILMMAKER MODE™, HDR DynamicTone Mapping, HDR10 Pro, HLG, LG Local Contrast",12490000,Smart Tivi,55,4k,20,60,Lg,Indonesia,24
Google Tivi Sony 4K 43 inch KD-43X80K VN3,2022,"công nghệ LED nền (Direct LED, Frame dimming), 4K X-Reality PRO, Triluminos PRO, XR Motion Clarity, Auto mode",13890000,Google Tivi,43,4k,20,50,Sony,Malaysia,24
Google Tivi Sony 4K 55 inch XR-55X90K,2022,"XR Cognitive, Motionflow XR 800, Netflix Calibrated Mode, Local Dimming, XR Motion Clarity, Triluminos Pro, XR Contrast Booster 10",23590000,Google Tivi,55,4k,30,100,Sony,Malaysia,24
Smart Tivi QLED Samsung 4K 50 inch QA50LS03BAKXXV,2022,"4K, Quantum4K, Supreme UHD Dimming, Dual LED",19900000,Lifestyle Tivi (Thiết kế đặc biệt),50,4k,20,60,Samsung,Việt Nam,24
Smart Tivi LG 4K 75 inch 75UR9050PSK.ATV,2023,"Bộ xử lý α5 AI Processor 5K Gen6, Nâng cấp chất lượng hình ảnh 4K Upscaling, Xử lý độ tương phản Dynamic Tone Mapping, Tự động điều chỉnh độ sáng bởi AI, Công nghệ tối mờ cục bộ Local Dimming, Chế độ điện ảnh FILMMAKER MODE ™,…",25890000,Smart Tivi,75,4k,20,60,Lg,Indonesia,24
Smart Tivi Neo QLED Samsung 4K 75 inch QA75QN85CAKXXV,2023,"Neural Quantum 4K, HDR, AI HDR Remastering, Quantum Matrix, Motion Xcelerator Turbo+",56900000,Smart Tivi Neo QLED,75,4k,60,120,Samsung,Việt Nam,24
Smart Tivi Neo QLED Samsung 4K 75 inch QA75QN85BAKXXV,2021,"Quantum HDR 24X, Motion Xcelerator Turbo+, Quantum Matrix Technology, Wide Viewing Angle,",64890000,Tivi QLED,75,4k,60,120,Samsung,Việt Nam,24
Google Tivi OLED Sony 4K 77 inch XR-77A80L VN3,2023,"Chuyển động mượt XR OLED Motion, Dolby Vision, HDR10, HLG, Tăng độ tương phản XR OLED Contrast Pro, Nâng cấp độ phân giải XR 4K Upscaling, Tăng cường màu sắc XR Triluminos Pro, Giảm nhiễu XR Clear Image, Đồng bộ khung hình/tần số quét chơi game VRR, Giảm",88890000,Google Tivi OLED,77,4k,60,120,Sony,Malaysia,24
Smart Tivi Neo QLED Samsung 4K 75 inch QA75QN90CAKXXV,2023,"Neo Quantum 4K, Quantum Dot, HDR, OLED, Real Depth Enhancer, Ultra Viewing Angle",64900000,Smart Tivi Neo QLED,75,4k,60,120,Samsung,Việt Nam,24
Smart Tivi QLED Samsung 4K 98 inch QA98Q80CAKXXV,2023,"Neural Quantum 4K, Quantum HDR+, Direct Full Array 8X, Supreme UHD Dimming, Motion Xcelerator Turbo+, Wide Viewing Angle",119900000,Smart Tivi QLED,98,4k,40,120,Samsung,Việt Nam,24
Smart Tivi Neo QLED Samsung 4K 85 inch QA85QN85CAKXXV,2023,"Neural Quantum 4K, HDR, AI HDR Remastering, Quantum Matrix, Motion Xcelerator Turbo+",79900000,Smart Tivi Neo QLED,85,4k,60,120,Samsung,Việt Nam,24
Google Tivi Sony 4K 55 inch KD-55X75K VN3,2022,"Chuyển động mượt Motionflow XR 200, HDR10, HLG, Tăng cường tương phản Dynamic Contrast Enhancer, Màu sắc sống động Live Colour, Nâng cấp hình ảnh 4K X-Reality PRO",13390000,Google Tivi,55,4k,20,50,Sony,Việt Nam,24
Smart Tivi NanoCell LG 4K 55 inch 55NANO76SQA,2022,"4K Upscaling, Active HDR - HDR10 Pro, FILMMAKER MODE™, Dynamic Tone Mapping, AV1 (Video Decoder), Picture Mode (9 modes: Vivid, Standard, Eco, Cinema, Sports, Game, Filmmaker, (ISF)Expert(Bright Room), (ISF)Expert(Dark Room))",13890000,Smart Tivi NanoCell,55,4k,20,60,Lg,Indonesia,24
Smart Tivi QLED Samsung 4K 75 inch QA75Q80CAKXXV,2023,"Neural Quantum 4K, Quantum HDR+, Direct Full Array 8X, Supreme UHD Dimming, Motion Xcelerator Turbo+, Wide Viewing Angle",45900000,Smart Tivi QLED,75,4k,40,120,Samsung,Việt Nam,24
Smart Tivi OLED Samsung 4K 65 inch QA65S95BAKXXV,2022,"Neo Quantum 4K, Quantum Dot, HDR, OLED, Real Depth Enhancer, Ultra Viewing Angle",42900000,Smart Tivi OLED,65,4k,60,120,Samsung,Việt Nam,24
Smart Tivi NanoCell LG 4K 65 inch 65NANO76SQA,2022,"4K Upscaling, Active HDR- HDR10 Pro, FILMMAKER MODE™, Dynamic Tone Mapping, AV1 (Video Decoder), HGIG Mode (9 modes: Vivid, Standard, Eco, Cinema, Sports, Game, Filmmaker, (ISF)Expert(Bright Room), (ISF)Expert(Dark Room))",16890000,Smart Tivi NanoCell,65,4k,20,60,Lg,Indonesia,24
Smart Tivi LED LG 4K 55 inch 55UQ8000PSC,2022,"Nâng cấp độ phân giải 4K AI Upscaling, nâng cấp hình ảnh Image Enhancing, Active HDR, FILMMAKER MODE™, HDR DynamicTone Mapping, HDR10 Pro, HLG, LG Local Contrast",12490000,Smart Tivi,55,4k,20,60,Lg,Indonesia,24
